,ID,Name,Birthdate,Birthplace,Country_of_birth,Latitude,Longitude
1240,600172,"Prie, Eric",3/14/1962,Paris,France,48.8566,2.3522
1241,46618546,Prithu Gupta,3/8/2004,Delhi,India,28.66,77.23
1242,726265,"Prohaszka, Peter",1/13/1992,Vac,Hungary,47.7753,19.1311
1243,4120965,"Prokopchuk, Evgeny",7/13/1978,Tyumen,Russia,57.15,65.5333
1244,1013068,"Pruijssers, Roeland",8/16/1989,Hendrik-Ido-Ambacht,Netherlands,51.85,4.63
1245,4642325,"Prusikin, Michael",1/19/1978,Kharkiv,Ukraine,49.9935,36.2304
1246,2800012,"Psakhis, Lev",11/29/1958,Tver,Russia,56.8587,35.9176
1247,12809390,"Pultinevicius, Paulius",11/24/2001,NA,NA,NA,NA
1248,5061245,"Puranik, Abhimanyu",2/11/2000,Mumbai,India,18.9667,72.8333
1249,4117131,"Pushkov, Nikolai",11/28/1946,Tambov,Russia,52.7167,41.4333
1250,13600842,"Qashashvili, Alexandre",9/2/1975,NA,NA,NA,NA
1251,3520773,"Quesada Perez, Luis Ernesto",1/4/1999,Ciego de Avila,Cuba,21.8481,-78.7631
1252,3509362,"Quesada Perez, Yasser",5/23/1992,Villa Clara Province,Cuba,22.4937,-79.9193
1253,3504409,"Quesada Perez, Yuniesky",7/31/1984,Santa Clara,Cuba,22.4067,-79.9531
1254,100021,"Quinteros, Miguel A.",12/28/1947,Buenos Aires,Argentina,-34.5997,-58.3819
1255,13602250,"Quparadze, Giga",8/23/1987,Kutaisi,Georgia,42.25,42.7
1256,4601475,"Rabiega, Robert",2/1/1971,Berlin,Germany,52.5167,13.3833
1257,13400924,"Radjabov, Teimour",3/12/1987,Baku,Azerbaijan,40.3667,49.8352
1258,2900300,"Radulov, Ivan",1/7/1939,Burgas,Bulgaria,42.5,27.4667
1259,4103203,"Raetsky, Alexander",10/17/1961,Voronezh,Russia,51.6717,39.2106
1260,1610856,"Ragger, Markus",2/5/1988,Klagenfurt,Austria,46.6167,14.3
1261,10200037,"Rahman, Ziaur",5/1/1974,NA,NA,NA,NA
1262,900605,"Raicevic, Vladimir",5/2/1949,Travnik,Bosnia and Herzegovina,44.2294,17.643
1263,900265,"Rajkovic, Dusan",6/17/1942,Krusevac,Serbia,43.5787,21.3357
1264,4173708,"Rakhmanov, Aleksandr",8/28/1989,Cherepovets,Russia,59.1333,37.9167
1265,20657307,"Rambaldi, Francesco",1/19/1999,Milan,Italy,45.4669,9.19
1266,5002109,Ramesh R B,4/20/1976,Chennai,India,13.0825,80.275
1267,6500617,"Ramirez, Alejandro",6/21/1988,San Jose,Costa Rica,9.9333,-84.0833
1268,738590,"Rapport, Richard",3/25/1996,Szombathely,Hungary,47.2333,16.6333
1269,4100603,"Rashkovsky, Nukhim N",4/18/1946,Sverdlovsk,Russia,56.8431,60.6454
1270,300306,"Rasik, Vitezslav",11/7/1973,NA,NA,NA,NA
1271,1406000,"Rasmussen, Allan Stig",11/20/1983,Laeso,Denmark,57.2766,10.9925
1272,13402390,"Rasulov, Vugar",4/5/1991,Ganja,Azerbaijan,40.6879,46.3723
1273,914517,"Ratkovic, Miloje",4/5/1996,Pancevo,Serbia,44.8739,20.6519
1274,2811154,"Raznikov, Danny",3/29/1993,Israel,Israel,31.046051,34.851612
1275,2800047,"Rechlis, Gad",2/5/1967,NA,NA,NA,NA
1276,1000098,"Ree, Hans",9/15/1944,Amsterdam,Netherlands,52.3667,4.8833
1277,10200207,"Reefat, Bin-Sattar",7/25/1974,Barguna,Bangladesh,22.0953,90.1121
1278,1001302,"Reinderman, Dimitri",8/12/1972,Hoorn,Netherlands,52.6424,5.0602
1279,600822,"Relange, Eloi",7/1/1976,NA,NA,NA,NA
1280,600040,"Renet, Olivier",12/21/1964,Paris,France,48.8566,2.3522
1281,14918781,"Repka, Christopher",10/6/1998,Stara Lubovna,Slovakia,49.3011,20.6898
1282,4125029,"Riazantsev, Alexander",9/12/1985,Moscow,Russia,55.7558,37.6178
1283,700010,"Ribli, Zoltan",9/6/1951,Mohacs,Hungary,45.9958,18.6797
1284,100242,"Ricardi, Pablo",2/25/1962,Buenos Aires,Argentina,-34.5997,-58.3819
1285,4618920,"Richter, Michael",7/20/1978,Berlin,Germany,52.5167,13.3833
1286,611190,"Riff, Jean-Noel",4/22/1981,Mulhouse,France,47.75,7.34
1287,208027,"Ringoir, Tanguy",6/29/1994,Wetteren,Belgium,51,3.8833
1288,4403940,"Rios, Cristhian Camilo",4/9/1993,Tulua,Colombia,4.0847,-76.1986
1289,901318,"Ristic, Nenad",11/19/1958,Kragujevac,Serbia,44.0142,20.9394
1290,2200058,"Rivas Pastor, Manuel",7/13/1960,Jaen,Spain,37.7667,-3.7711
1291,7900309,"Rizouk, Aimen",8/3/1979,Algiers,Algeria,36.7764,3.0586
1292,2023970,"Robson, Ray",10/25/1994,Guam,United States,13.444304,144.793731
1293,3500039,"Rodriguez Cespedes, Amador",9/8/1956,San German,Cuba,20.6071,-76.1378
1294,2216892,"Rodriguez Guerrero, Enrique",11/8/1983,Granada,Spain,37.1781,-3.6008
1295,2203189,"Rodriguez Vargas, Orestes",7/4/1943,Lima,Peru,-12.05,-77.0333
1296,3000010,"Rodriguez Vila, Andres",12/19/1973,Montevideo,Uruguay,-34.8667,-56.1667
1297,2806851,"Rodshtein, Maxim",1/19/1989,Saint Petersburg,Russia,59.95,30.3167
1298,937614,"Roganovic, Milos",12/23/1991,Vrbas,Serbia,45.5697,19.6378
1299,3200019,"Rogers, Ian",6/24/1960,Hobart,Australia,-42.8806,147.325
1300,14501228,"Rogic, Davor",7/27/1971,NA,NA,NA,NA
1301,2000237,"Rogoff, Kenneth",3/22/1953,Rochester,United States,43.168,-77.6162
1302,14101378,"Rogovski, Vladimir",2/7/1965,NA,NA,NA,NA
1303,1210319,"Rogozenco, Dorian",8/18/1973,Kishinev,Moldova,47.0105,28.8638
1304,2000172,"Rohde, Michael",8/26/1959,New York City,United States,40.6943,-73.9249
1305,2804158,"Roiz, Michael",10/12/1983,NA,NA,NA,NA
1306,13502921,"Romanenko, Vladimir",4/6/1985,Minsk,Belarus,53.9022,27.5618
1307,14100088,"Romanishin, Oleg M",1/10/1952,Lviv,Ukraine,49.8419,24.0315
1308,4148843,"Romanov, Evgeny",11/2/1988,Kaliningrad,Russia,54.7167,20.5
1309,815837,"Rombaldoni, Axel",3/23/1992,Pesaro,Italy,43.9102,12.9133
1310,2200066,"Romero Holmes, Alfonso",5/28/1965,Barcelona,Spain,41.3825,2.1769
1311,4662997,"Rotstein, Arkadij",4/29/1961,Lviv,Ukraine,49.8419,24.0315
1312,2603659,"Roussel-Roozmon, Thomas",1/8/1988,Laval,Canada,45.5833,-73.75
1313,2400561,"Rowson, Jonathan",4/18/1977,Aberdeen,United Kingdom,57.15,-2.11
1314,5002974,"Roy Chowdhury, Saptarshi",2/13/1982,Kolkata,India,22.5411,88.3378
1315,12800023,"Rozentalis, Eduardas",5/27/1963,Vilnius,Lithuania,54.6833,25.2833
1316,24104272,"Rozum, Ivan",12/9/1991,Saint Petersburg,Russia,59.95,30.3167
1317,4100387,"Ruban, Vadim",6/13/1964,NA,NA,NA,NA
1318,4115309,"Rublevsky, Sergei",10/15/1974,Kurgan,Russia,55.4408,65.3411
1319,705713,"Ruck, Robert",12/10/1977,NA,NA,NA,NA
1320,4400704,"Ruiz Castillo, Joshua Daniel",7/8/1997,Bogota,Colombia,4.6126,-74.0705
1321,2905434,"Rusev, Krasimir",10/16/1983,Dimitrovgrad,Bulgaria,42.0611,25.5933
1322,4119002,"Rustemov, Alexander",7/6/1973,Murmansk,Russia,68.9667,33.0833
1323,12800104,"Ruzele, Darius",4/27/1968,NA,NA,NA,NA
1324,4119932,"Rychagov, Andrey",8/3/1979,Moscow,Russia,55.7558,37.6178
1325,4500040,"Rychagov, Mikhail",11/12/1967,Tallinn,Estonia,59.4372,24.745
1326,35093487,"Sadhwani, Raunak",12/22/2005,Nagpur,India,21.1539,79.0831
1327,13401416,"Sadikhov, Ulvi",11/23/1998,Azerbaijan,Azerbaijan,40.143105,47.576927
1328,400173,"Sadler, Matthew D",5/15/1974,Chatham,United Kingdom,51.37,0.52
1329,5201268,"Sadorra, Julio Catalino",9/14/1986,Quezon City,Philippines,14.6333,121.0333
1330,13700464,"Sadvakasov, Darmen",4/28/1979,Nur-Sultan,Kazakhstan,51.1605,71.4704
1331,1132253,"Sadzikowski, Daniel",1/20/1994,Chrzanow,Poland,50.1333,19.4
1332,13402129,"Safarli, Eltaj",5/18/1992,Baku,Azerbaijan,40.3667,49.8352
1333,2007916,"Sagalchik, Gennadij",4/22/1969,NA,NA,NA,NA
1334,4104226,"Sakaev, Konstantin",4/13/1974,Saint Petersburg,Russia,59.95,30.3167
1335,9301348,"Salem, A.R. Saleh",1/4/1993,Sharjah,United Arab Emirates,25.3575,55.3919
1336,2257327,"Salgado López, Iván",6/29/1991,Ourense,Spain,42.3364,-7.8633
1337,3407128,"Salinas Herrera, Pablo",6/3/1994,Concepcion,Chile,-36.82,-73.0445
1338,1509500,"Salomon, Johan",5/7/1997,Oslo,Norway,59.9111,10.7528
1339,4100069,"Salov, Valery",5/26/1964,Wroclaw,Poland,51.11,17.0325
1340,14200058,"Saltaev, Mihail",11/19/1962,NA,NA,NA,NA
1341,5201047,"Salvador, Roland",1/3/1982,Manila,Philippines,14.6,120.9833
1342,4128290,"Sambuev, Bator",11/25/1980,Ulan-Ude,Russia,51.8272,107.6064
1343,2200082,"San Segundo Carrillo, Pablo",2/9/1970,Madrid,Spain,40.4167,-3.7167
1344,6300545,"Sanal, Vahap",5/26/1998,Izmir,Turkey,38.4127,27.1384
1345,5201233,"Sanchez, Joseph",8/19/1970,Cebu City,Philippines,10.3,123.9
1346,13900161,"Sanduleac, Vasile",1/2/1971,Balti,Moldova,47.754,27.9184
1347,13602608,"Sanikidze, Tornike",1/1/1989,Tbilisi,Georgia,41.7225,44.7925
1348,2103877,"Santiago, Yago De Moura",4/17/1992,Recife,Brazil,-8.0539,-34.8808
1349,600083,"Santo-Roman, Marc",9/13/1960,Toulouse,France,43.6045,1.444
1350,2293307,"Santos Latasa, Jaime",7/3/1996,Donostia-San Sebastian,Spain,43.3183,1.9812
1351,22291482,"Santos Ruiz, Miguel",10/4/1999,Utrera,Spain,37.183,-5.767
1352,5008980,"Saptarshi, Roy",3/21/1986,Kolkata,India,22.5411,88.3378
1353,24133795,"Sarana, Alexey",1/26/2000,Moscow,Russia,55.7558,37.6178
1354,13300881,"Sargissian, Gabriel",9/3/1983,Yerevan,Armenia,40.1814,44.5144
1355,13306766,"Sargsyan, Shant",1/27/2002,Yerevan,Armenia,40.1814,44.5144
1356,14506254,"Saric, Ante",4/6/1984,Split,Croatia,43.51,16.45
1357,14401290,"Saric, Ibro",2/20/1982,Cazin,Bosnia and Herzegovina,44.969,15.9432
1358,14508150,"Šaric, Ivan",8/17/1990,Split,Croatia,43.51,16.45
1359,5004985,"Sasikiran, Krishnan",1/7/1981,Chennai,India,13.0825,80.275
1360,4147332,"Savchenko, Boris",7/10/1986,Krasnodar,Russia,45.0333,38.9833
1361,14101262,"Savchenko, Stanislav",1/21/1967,NA,NA,NA,NA
1362,920479,"Savic, Miodrag R",4/6/1977,Banovici,Bosnia and Herzegovina,44.4037,18.4464
1363,1400070,"Schandorff, Lars",4/20/1965,Copenhagen,Denmark,55.6761,12.5689
1364,4603338,"Schebler, Gerhard",10/3/1969,Duisburg,Germany,51.4322,6.7611
1365,4600169,"Schlosser, Philipp",8/19/1968,Munich,Germany,48.1372,11.5755
1366,4614054,"Schmaltz, Roland",11/15/1974,Mannheim,Germany,49.4878,8.4661
1367,1100041,"Schmidt, Wlodzimierz",4/10/1943,Poznan,Poland,52.4,16.9167
1368,4600096,"Schmittdiel, Eckhard",5/13/1960,Dortmund,Germany,51.5139,7.4653
1369,1046730,"Schoppen, Casper",3/21/2002,Utrecht,Netherlands,52.0908,5.1222
1370,24662259,"Schroeder, Jan-Christian",1/31/1998,Limburg,Germany,50.3833,8.0667
1371,1700081,"Schussler, Harry",6/24/1957,Malmo,Sweden,55.5932,13.0214
1372,2011255,"Schwartzman, Gabriel",10/23/1976,Bucharest,Romania,44.4,26.0833
1373,617822,"Sebag, Marie",10/15/1986,Paris,France,48.8566,2.3522
1374,14602296,"Sebenik, Matej",8/28/1983,Ljubljana,Slovenia,46.05,14.5167
1375,922900,"Sedlak, Nikola",12/13/1983,Subotica,Serbia,46.0983,19.67
1376,13301071,"Seferjan, Narek",8/20/1974,Moscow,Russia,55.7558,37.6178
1377,2000032,"Seirawan, Yasser",3/24/1960,Damascus,Syria,33.5131,36.2919
1378,1706993,"Semcesen, Daniel",8/17/1986,Sweden,Sweden,60.128161,18.643501
1379,5008352,"Sengupta, Deep",6/30/1988,Chakradharpur,India,22.6765,85.6255
1380,701254,"Seres, Lajos",12/8/1973,Kiskore,Hungary,47.4985,20.4974
1381,14101076,"Sergeev, Vladimir",5/1/1964,Kyiv,Ukraine,50.45,30.5236
1382,14600714,"Sermek, Drazen",1/30/1969,Osijek,Croatia,45.5603,18.6703
1383,2012642,"Serper, Grigory",9/14/1969,Tashkent,Uzbekistan,41.3,69.2667
1384,5021596,"Sethuraman, S. P.",2/25/1993,Chennai,India,13.0825,80.275
1385,13402463,"Sevdimaliyev, Urfan",1/9/1989,Nakhchivan,Azerbaijan,39.2009,45.4082
1386,2040506,"Sevian, Samuel",12/26/2000,Corning,United States,42.147,-77.0561
1387,5200156,"Sevillano, Enrico",3/17/1968,Cebu City,Philippines,10.3,123.9
1388,2008572,"Shabalov, Alexander",9/12/1967,Riga,Latvia,56.9475,24.1069
1389,2007991,"Shaked, Tal",2/5/1978,Albuquerque,United States,35.1053,-106.6464
1390,4146042,"Shalnev, Nikolai",4/16/1944,NA,NA,NA,NA
1391,13601784,"Shanava, Konstantine",5/5/1985,NA,NA,NA,NA
1392,2004887,"Shankland, Sam",10/1/1991,Berkeley,United States,37.8723,-122.276
1393,4122232,"Shaposhnikov, Evgeny",6/1/1981,Saratov,Russia,51.5333,46
1394,14103133,"Sharapov, Evgeny",10/29/1981,NA,NA,NA,NA
1395,4900340,"Sharavdorj, Dashzegve",10/21/1974,NA,NA,NA,NA
1396,4122747,"Shariyazdanov, Andrey",7/12/1976,NA,NA,NA,NA
1397,2400553,"Shaw, John",10/16/1968,Irvine,Scotland,55.6116,-4.6696
1398,4107730,"Shchekachev, Andrei",10/27/1972,NA,NA,NA,NA
1399,4102240,"Shcherbakov, Ruslan",9/14/1969,Borovichi,Russia,58.4,33.9167
1400,13601270,"Shengelia, David",3/6/1980,Tbilisi,Georgia,41.7225,44.7925
1401,2019574,"Sher, Miron",6/29/1952,Kaliningrad,Russia,54.7167,20.5
1402,2000512,"Sherzer, Alex",2/1/1971,NA,NA,NA,NA
1403,14129574,"Shevchenko, Kirill",9/22/2002,Kyiv,Ukraine,50.45,30.5236
1404,4198603,"Shimanov, Aleksandr",5/8/1992,Saint Petersburg,Russia,59.95,30.3167
1405,4113624,"Shipov, Sergei",4/17/1966,Murom,Russia,55.5725,42.0514
1406,2209390,"Shirov, Alexei",7/4/1972,Riga,Latvia,56.9475,24.1069
1407,14101696,"Shishkin, Vadim",3/4/1969,Kyiv,Ukraine,50.45,30.5236
1408,14108836,"Shkuro, Iuri",6/20/1982,Kherson,Ukraine,46.6333,32.6
1409,14100045,"Shneider, Aleksandr",5/22/1962,Luhansk,Ukraine,48.5833,39.3333
1410,627143,"Shoker, Samy",8/1/1987,Asnieres-sur-Seine,France,48.9142,2.2854
1411,4135148,"Shomoev, Anton",6/5/1981,Ulan-Ude,Russia,51.8272,107.6064
1412,400025,"Short, Nigel D",6/1/1965,Leigh,United Kingdom,53.4975,-2.515
1413,14113325,"Shtembuliak, Evgeny",3/12/1999,Illichivsk,Ukraine,46.2952,30.6481
1414,4103351,"Shtyrenkov, Veniamen",4/23/1958,NA,NA,NA,NA
1415,13500520,"Shulman, Yury",4/29/1975,Minsk,Belarus,53.9022,27.5618
1416,4500490,"Shvyrjov, Igor",5/24/1955,Kyiv,Ukraine,50.45,30.5236
1417,5019141,"Shyam, Sundar M.",5/28/1992,Vellore,India,12.9204,79.15
1418,812633,"Shytaj, Luca",2/3/1986,Tirana,Albania,41.33,19.82
1419,4609352,"Siebrecht, Sebastian",4/16/1973,Herdecke,Germany,51.4,7.4333
1420,2300079,"Sigurjonsson, Gudmundur",9/25/1947,Reykjavik,Iceland,64.1475,-21.935
1421,14104911,"Sikula, Vaszilij",11/29/1981,Vynohradiv,Ukraine,48.1397,23.0331
1422,307165,"Simacek, Pavel",4/28/1979,NA,NA,NA,NA
1423,14104555,"Simantsev, Mikhail",11/1/1978,Kharkiv,Ukraine,50,36.2292
1424,13302337,"Simonian, Hrair",1/8/1991,Yerevan,Armenia,40.1814,44.5144
1425,8700168,"Simutowe, Amon",1/6/1982,Ndola,Zambia,-12.9683,28.6337
1426,14205483,"Sindarov, Javokhir",12/8/2005,Tashkent,Uzbekistan,41.3,69.2667
1427,14116502,"Sivuk, Vitaly",1/1/1992,NA,NA,NA,NA
1428,4189302,"Sjugirov, Sanan",1/31/1993,Elista,Russia,46.3167,44.2667
1429,4121848,"Skatchkov, Pavel",9/14/1979,Tolyatti,Russia,53.5085,49.4182
1430,4200020,"Skembris, Spyridon",2/22/1958,Mandouki,Greece,39.6252,19.9086
1431,14604299,"Skoberne, Jure",3/20/1987,Sempeter pri Gorici,Slovenia,45.9284,13.64
1432,4131029,"Skorchenko, Dmitriy",10/17/1983,Pyatigorsk,Russia,44.0333,43.05
1433,100250,"Slipak, Sergio",7/28/1965,Buenos Aires,Argentina,-34.5997,-58.3819
1434,4617347,"Slobodjan, Roman",1/1/1975,Potsdam,Germany,52.4,13.0667
1435,4100425,"Smagin, Sergey",9/8/1958,Norilsk,Russia,69.3333,88.2167
1436,1007246,"Smeets, Jan",4/5/1985,Leiden,Netherlands,52.1601,4.497
1437,300020,"Smejkal, Jan",3/22/1946,Lanskroun,Czech Republic,49.912,16.6125
1438,3202305,"Smerdon, David C",9/17/1984,Brisbane,Australia,-27.4678,153.0281
1439,2801990,"Smirin, Ilia",1/12/1968,Vitebsk,Belarus,55.1927,30.2064
1440,3208923,"Smirnov, Anton",1/28/2001,Canberra,Australia,-35.2931,149.1269
1441,14110482,"Smirnov, Igor",10/28/1987,Sevastopol,Ukraine,44.6,33.5333
1442,4123425,"Smirnov, Pavel",4/27/1982,Mezhdurechensk,Russia,53.6934,88.0559
1443,1707930,"Smith, Axel",6/27/1986,Ystad,Sweden,55.4295,13.82
1444,2017083,"Smith, Bryan",2/26/1980,Alaska,United States,63.588753,-154.493062
1445,5202213,"So, Wesley",10/9/1993,Bacoor,Philippines,14.4624,120.9645
1446,1107038,"Socko, Bartosz",11/10/1978,Piaseczno,Poland,52.0812,21.0239
1447,1106619,"Socko, Monika",3/24/1978,Warsaw,Poland,52.2167,21.0333
1448,2800101,"Soffer, Ram",9/6/1965,NA,NA,NA,NA
1449,627089,"Sokolov, Andrei",3/20/1963,Vorkuta,Russia,67.5,64.0333
1450,14400030,"Sokolov, Ivan",6/13/1968,Jajce,Bosnia and Herzegovina,44.3398,17.2713
1451,916811,"Solak, Dragan",3/30/1980,Vrbas,Serbia,45.5697,19.6378
1452,1005286,"Solleveld, Maarten",2/5/1979,Amsterdam,Netherlands,52.3667,4.8833
1453,14104369,"Solodovnichenko, Yuri",2/8/1978,Kherson,Ukraine,46.6333,32.6
1454,14300192,"Solomon, Kenny",10/8/1979,NA,NA,NA,NA
1455,4102266,"Solozhenkin, Evgeniy",7/31/1966,Saint Petersburg,Russia,59.95,30.3167
1456,2000741,"Soltis, Andrew",5/28/1947,Hazleton,United States,40.9504,-75.9724
1457,100196,"Sorin, Ariel",4/26/1967,Buenos Aires,Argentina,-34.5997,-58.3819
1458,24176460,"Sorokin, Aleksey",4/13/2000,NA,NA,NA,NA
1459,1000039,"Sosonko, Gennadi",5/18/1943,Troitsk,Russia,54.0833,61.5667
1460,101966,"Spangenberg, Hugo",11/22/1975,Buenos Aires,Argentina,-34.5997,-58.3819
1461,2900041,"Spasov, Vasil",2/17/1971,Varna,Bulgaria,43.2114,27.9111
1462,600024,"Spassky, Boris V.",1/30/1937,Saint Petersburg,Russia,59.95,30.3167
1463,2900220,"Spassov, Liuben",3/22/1943,Sofia,Bulgaria,42.6979,23.3217
1464,400033,"Speelman, Jon S",10/2/1956,London,United Kingdom,51.5072,-0.1275
1465,2900238,"Spiridonov, Nikola",2/28/1938,Pleven,Bulgaria,43.4132,24.6169
1466,1010891,"Spoelman, Wouter",6/5/1990,Zwolle,Netherlands,52.5125,6.0944
1467,2600013,"Spraggett, Kevin",11/10/1954,Montreal,Canada,45.5089,-73.5617
1468,4646258,"Sprenger, Jan Michael, Dr.",11/26/1982,Cologne,Germany,50.9422,6.9578
1469,5001668,"Sriram, Jha",7/18/1976,Madhubani,India,26.3483,86.0712
1470,1601776,"Stanec, Nikolaus",4/29/1968,Vienna,Austria,48.2083,16.3731
1471,15000257,"Stanojoski, Zvonko",1/29/1964,Prilep,Macedonia,41.3464,21.5542
1472,5029104,"Stany, G.A.",1/22/1993,Bhadravati,India,13.8276,75.7064
1473,11600748,"Starostits, Ilmars",5/30/1979,Rezekne,Latvia,56.5067,27.3308
1474,400130,"Stean, Michael F",9/4/1953,London,United Kingdom,51.5072,-0.1275
1475,2902257,"Stefanova, Antoaneta",4/19/1979,Sofia,Bulgaria,42.6979,23.3217
1476,2300087,"Stefansson, Hannes",7/18/1972,NA,NA,NA,NA
1477,2801795,"Steinberg, Nitzan",1/12/1998,NA,NA,NA,NA
1478,2300117,"Steingrimsson, Hedinn",1/11/1975,Reykjavik,Iceland,64.1475,-21.935
1479,827061,"Stella, Andrea",8/14/1993,Cremona,Italy,45.1333,10.0333
1480,1006673,"Stellwagen, Daniel",3/1/1987,Soest,Netherlands,52.1764,5.2992
1481,4611799,"Stern, Rene",2/15/1972,Dresden,Germany,51.05,13.74
1482,14502569,"Stevic, Hrvoje",1/8/1980,Osijek,Croatia,45.5603,18.6703
1483,304760,"Stocek, Jiri",5/10/1977,NA,NA,NA,NA
1484,14900025,"Stohl, Igor",9/27/1964,Bratislava,Slovakia,48.1447,17.1128
1485,922692,"Stojanovic, Dalibor",12/9/1983,Bijeljina,Bosnia and Herzegovina,44.75,19.2167
1486,916366,"Stojanovic, Mihajlo",5/11/1977,Belgrade,Serbia,44.8167,20.4667
1487,1119591,"Stopa, Jacek",1/3/1987,Wroclaw,Poland,51.11,17.0325
1488,12804444,"Stremavicius, Titas",2/15/1998,Kaunas,Lithuania,54.9,23.9333
1489,900150,"Strikovic, Aleksa",5/12/1961,Skopje,Macedonia,41.9833,21.4333
1490,2015315,"Stripunsky, Alexander",8/18/1970,NA,NA,NA,NA
1491,1319620,"Studer, Noel",10/18/1996,Bern,Switzerland,46.948,7.4474
1492,24107131,"Stukopin, Andrey",6/2/1994,Rostov-on-Don,Russia,47.2357,39.7015
1493,13503758,"Stupak, Kirill",3/16/1990,Minsk,Belarus,53.9022,27.5618
1494,13600095,"Sturua, Zurab",6/8/1959,Tbilisi,Georgia,41.7225,44.7925
1495,1203363,"Suba, Mihai",6/1/1947,Bucharest,Romania,44.4,26.0833
1496,13413937,"Suleymanli, Aydin",3/22/2005,NA,NA,NA,NA
1497,12800112,"Sulskis, Sarunas",11/26/1972,Kedainiai,Lithuania,55.2833,23.9667
1498,14100487,"Sulypa, Oleksandr",6/3/1972,Lviv,Ukraine,49.8419,24.0315
1499,14105500,"Sumets, Andrey",4/15/1980,Odesa,Ukraine,46.4775,30.7326
1500,400980,"Summerscale, Aaron P",8/26/1969,NA,NA,NA,NA
1501,5005370,"Sundararajan, Kidambi",12/29/1982,Chennai,India,13.0825,80.275
1502,2100037,"Sunye Neto, Jaime",5/2/1957,Curitiba,Brazil,-25.4297,-49.2719
1503,2106388,"Supi, Luis Paulo",10/10/1996,Catanduva,Brazil,-21.1378,-48.9728
1504,2802007,"Sutovsky, Emil",9/19/1977,Baku,Azerbaijan,40.3667,49.8352
1505,2600056,"Suttles, Duncan",12/21/1945,San Francisco,United States,37.7562,-122.443
1506,4657101,"Svane, Rasmus",5/21/1997,Allerod Municipality,Denmark,55.8657,12.3223
1507,4100638,"Sveshnikov, Evgeny",2/11/1950,Chelyabinsk,Russia,55.15,61.4
1508,4102142,"Svidler, Peter",6/17/1976,Saint Petersburg,Russia,59.95,30.3167
1509,5019184,"Swapnil, S. Dhopade",10/5/1990,Nagpur,India,21.1539,79.0831
1510,5028183,"Swayams, Mishra",8/13/1992,Cuttack,India,20.45,85.8667
1511,1126881,"Swiercz, Dariusz",5/31/1994,Tarnowskie Gory,Poland,50.4455,18.8615
1512,1010824,"Swinkels, Robin",4/6/1989,Asten,Netherlands,51.4031,5.7472
1513,4114060,"Sychev, Klementy",7/12/1996,NA,NA,NA,NA
1514,1205064,"Szabo, Gergely-Andras-Gyula",4/13/1983,Bucharest,Romania,44.4,26.0833
1515,722901,"Szabo, Krisztian",6/21/1989,Szekesfehervar,Hungary,47.186,18.4221
1516,12521213,"Tabatabaei, M. Amin",2/5/2001,Tehran,Iran,35.7,51.4167
1517,916412,"Tadic, Branko",10/4/1973,Belgrade,Serbia,44.8167,20.4667
1518,13401661,"Tahirov, Farhad",4/12/1987,NA,NA,NA,NA
1519,9300201,"Taleb, Moussa",7/1/1978,Dubai,United Arab Emirates,25.2697,55.3094
1520,303445,"Talla, Vladimir",7/3/1973,Ostrava,Czech Republic,49.8356,18.2925
1521,3206882,"Tan, Justin",3/19/1997,Cardiff,United Kingdom,51.4816,-3.1791
1522,8603642,"Tan, Zhongyi",5/29/1991,Chongqing,China,29.5628,106.5528
1523,2059630,"Tang, Andrew",11/29/1999,Naperville,United States,41.7483,-88.1657
1524,1510045,"Tari, Aryan",6/4/1999,Stavanger,Norway,58.9701,5.7333
1525,2000180,"Tarjan, James",2/22/1952,Pomona,United States,34.0585,-117.7626
1526,14114089,"Tarlev, Konstantin",2/9/1987,NA,NA,NA,NA
1527,1122452,"Tazbir, Marcin",8/22/1988,Piotrkow Trybunalski,Poland,51.4,19.6833
1528,13700022,"Temirbayev, Serikbay",8/8/1961,NA,NA,NA,NA
1529,1026356,"Ten Hertog, Hugo",7/6/1994,Utrecht,Netherlands,52.0908,5.1222
1530,13302531,"Ter-Sahakyan, Samvel",9/19/1993,Vanadzor,Armenia,40.8128,44.4883
1531,4611500,"Teske, Henrik",2/28/1968,NA,NA,NA,NA
1532,13501429,"Teterev, Vitaly",1/7/1983,Novopolotsk,Belarus,55.5324,28.6592
1533,5009154,"Thejkumar, M. S.",1/1/1981,Mysore,India,12.3086,76.6531
1534,5000033,"Thipsay, Praveen M",8/12/1959,Mumbai,India,18.9667,72.8333
1535,2300958,"Thorfinnsson, Bragi",4/10/1981,Reykjavik,Iceland,64.1475,-21.935
1536,2300109,"Thorhallsson, Throstur",3/19/1969,NA,NA,NA,NA
1537,1438832,"Thybo, Jesper Sondergaard",1/10/1999,NA,NA,NA,NA
1538,13500325,"Tihonov, Jurij",7/3/1978,Minsk,Belarus,53.9022,27.5618
1539,1706446,"Tikkanen, Hans",2/6/1985,Karlstad,Sweden,59.3808,13.5016
1540,24114928,"Tilicheev, Viacheslav",7/17/1994,NA,NA,NA,NA
1541,1000012,"Timman, Jan H",12/14/1951,Amsterdam,Netherlands,52.3667,4.8833
1542,4140419,"Timofeev, Artyom",1/6/1985,Kazan,Russia,55.7908,49.1144
1543,14901536,"Timoscenko, Gennadij",4/27/1949,Chelyabinsk,Russia,55.1644,61.4368
1544,14100118,"Timoshenko, Georgy",6/1/1966,Kyiv,Ukraine,50.45,30.5236
